Version,Engine,Section,Name,Mean,Deviation,MOE,RME,SEM
1.9.35,JSC,array-reduce & ci-reduce,[coll arr] (array-reduce coll sum 0),0.05,,,,
1.9.35,JSC,instance?,[coll []] (instance? PersistentVector coll),2.6e-05,,,,
1.9.35,JSC,satisfies?,[coll (list 1 2 3)] (satisfies? ISeq coll),1.9e-05,,,,
1.9.35,JSC,satisfies?,[coll [1 2 3]] (satisfies? ISeq coll),2.6e-05,,,,
1.9.35,JSC,array & string ops,[coll (array 1 2 3)] (seq coll),6e-05,,,,
1.9.35,JSC,array & string ops,"[coll ""foobar""] (seq coll)",3.7e-05,,,,
1.9.35,JSC,array & string ops,[coll (array 1 2 3)] (first coll),5.3e-05,,,,
1.9.35,JSC,array & string ops,"[coll ""foobar""] (first coll)",7e-05,,,,
1.9.35,JSC,array & string ops,[coll (array 1 2 3)] (nth coll 2),2.5e-05,,,,
1.9.35,JSC,array & string ops,"[coll ""foobar""] (nth coll 2)",3.2e-05,,,,
1.9.35,JSC,cloning & specify,[coll [1 2 3]] (clone coll),5e-05,,,,
1.9.35,JSC,cloning & specify,[coll [1 2 3]] (specify coll IFoo (foo [_] :bar)),8.7e-05,,,,
1.9.35,JSC,cloning & specify,[coll (specify [1 2 3] IFoo (foo [_] :bar))] (foo coll),1.8e-05,,,,
1.9.35,JSC,list ops,[coll (list 1 2 3)] (first coll),2.6e-05,,,,
1.9.35,JSC,list ops,[coll (list 1 2 3)] (-first coll),2.5e-05,,,,
1.9.35,JSC,list ops,[coll (list 1 2 3)] (rest coll),1.7e-05,,,,
1.9.35,JSC,list ops,[coll (list 1 2 3)] (-rest coll),1.8e-05,,,,
1.9.35,JSC,list ops,[] (list),1.2e-05,,,,
1.9.35,JSC,list ops,[] (list 1 2 3),7.2e-05,,,,
1.9.35,JSC,vector ops,[] [],1.2e-05,,,,
1.9.35,JSC,vector ops,[[a b c] (take 3 (repeatedly (fn* [] (rand-int 10))))] (-count [a b c]),8.1e-05,,,,
1.9.35,JSC,vector ops,"[[a b c] (take 3 (repeatedly (fn* [] (rand-int 10))))] (-count (vec #object[cljs.tagged_literals.JSValue 0x193b2a57 ""cljs.tagged_literals.JSValue@193b2a57""]))",7.7e-05,,,,
1.9.35,JSC,vector ops,[[a b c] (take 3 (repeatedly (fn* [] (rand-int 10))))] (-count (vector a b c)),7.6e-05,,,,
1.9.35,JSC,vector ops,[coll [1 2 3]] (transient coll),0.00029,,,,
1.9.35,JSC,vector ops,[coll [1 2 3]] (nth coll 0),2.6e-05,,,,
1.9.35,JSC,vector ops,[coll [1 2 3]] (-nth coll 0),2.4e-05,,,,
1.9.35,JSC,vector ops,[coll [1 2 3]] (-nth coll 0),2.2e-05,,,,
1.9.35,JSC,vector ops,[coll [1 2 3]] (coll 0),3e-05,,,,
1.9.35,JSC,vector ops,[coll [1 2 3]] (conj coll 4),6.4e-05,,,,
1.9.35,JSC,vector ops,[coll [1 2 3]] (-conj coll 4),5.5e-05,,,,
1.9.35,JSC,vector ops,[coll []] (-conj coll 1),5.4e-05,,,,
1.9.35,JSC,vector ops,[coll [1]] (-conj coll 2),5.9e-05,,,,
1.9.35,JSC,vector ops,[coll [1 2]] (-conj coll 3),5.9e-05,,,,
1.9.35,JSC,vector ops,[coll [1 2 3]] (seq coll),3.7e-05,,,,
1.9.35,JSC,vector ops,[coll [1 2 3]] (-seq coll),3.1e-05,,,,
1.9.35,JSC,vector ops,[coll (seq [1 2 3])] (first coll),3e-05,,,,
1.9.35,JSC,vector ops,[coll (seq [1 2 3])] (-first coll),2.8e-05,,,,
1.9.35,JSC,vector ops,[coll (seq [1 2 3])] (rest coll),3e-05,,,,
1.9.35,JSC,vector ops,[coll (seq [1 2 3])] (-rest coll),3e-05,,,,
1.9.35,JSC,vector ops,[coll (seq [1 2 3])] (next coll),3.1e-05,,,,
1.9.35,JSC,large vector ops,[] (reduce conj [] (range 40000)),4.8,,,,
1.9.35,JSC,large vector ops,[coll (reduce conj [] (range (+ 32768 32)))] (conj coll :foo),0.00036,,,,
1.9.35,JSC,large vector ops,[coll (reduce conj [] (range 40000))] (assoc coll 123 :foo),0.00056,,,,
1.9.35,JSC,large vector ops,[coll (reduce conj [] (range (+ 32768 33)))] (pop coll),0.00021,,,,
1.9.14,V8,identity,[x 1] (identity x),1.25e-06,,,,
