Version,Engine,Section,Name,Mean,Deviation,MOE,RME,SEM
1.9.36,V8,vector ops,[coll [1 2 3]] (nth coll 0),2.2e-05,,,,
1.9.36,V8,vector ops,[coll [1 2 3]] (-nth coll 0),1.9e-05,,,,
1.9.36,V8,vector ops,[coll [1 2 3]] (-nth coll 0),1.8e-05,,,,
1.9.36,V8,vector ops,[coll [1 2 3]] (coll 0),0.000512,,,,
1.9.36,V8,vector ops,[coll [1 2 3]] (conj coll 4),5e-05,,,,
1.9.36,V8,vector ops,[coll [1 2 3]] (-conj coll 4),4.5e-05,,,,
1.9.36,V8,vector ops,[coll []] (-conj coll 1),4e-05,,,,
1.9.36,V8,vector ops,[coll [1]] (-conj coll 2),4e-05,,,,
1.9.36,V8,vector ops,[coll [1 2]] (-conj coll 3),4.2e-05,,,,
1.9.36,V8,vector ops,[coll [1 2 3]] (seq coll),3.8e-05,,,,
1.9.36,V8,vector ops,[coll [1 2 3]] (-seq coll),2.3e-05,,,,
1.9.36,V8,vector ops,[coll (seq [1 2 3])] (first coll),3.6e-05,,,,
1.9.36,V8,vector ops,[coll (seq [1 2 3])] (-first coll),1.8e-05,,,,
1.9.36,V8,vector ops,[coll (seq [1 2 3])] (rest coll),2.2e-05,,,,
1.9.36,V8,vector ops,[coll (seq [1 2 3])] (-rest coll),2.2e-05,,,,
1.9.36,V8,vector ops,[coll (seq [1 2 3])] (next coll),2.5e-05,,,,
1.9.36,V8,large vector ops,[] (reduce conj [] (range 40000)),6.3,,,,
1.9.36,V8,large vector ops,[coll (reduce conj [] (range (+ 32768 32)))] (conj coll :foo),0.00033,,,,
1.9.36,V8,large vector ops,[coll (reduce conj [] (range 40000))] (assoc coll 123 :foo),0.00067,,,,
1.9.36,V8,large vector ops,[coll (reduce conj [] (range (+ 32768 33)))] (pop coll),0.00023,,,,
1.9.36,V8,chunked seqs,[] (-first v),1.8e-05,,,,
1.9.36,V8,chunked seqs,[] (-next v),2.9e-05,,,,
1.9.36,V8,chunked seqs,[] (-rest v),3.1e-05,,,,
1.9.36,V8,"transient vector, conj! 1000000 items",[v []] (loop [i 0 v (transient v)] (if (> i 1000000) (persistent! v) (recur (inc i) (conj! v i)))),552.0,,,,
1.9.36,V8,vector equality,[a (into [] (range 100000)) b (into [] (range 100000))] (= a b),3.8,,,,
1.9.36,V8,keyword compare,[arr (into-array (repeatedly 10000 (fn* [] (keyword (rand-nth seed)))))] (.sort arr compare),3.08,,,,
1.9.36,V8,keyword compare,[arr (into-array (repeatedly 10000 (fn* [] (keyword (rand-nth seed) (rand-nth seed)))))] (.sort arr compare),8.58,,,,
1.9.36,V8,"reduce lazy-seqs, vectors, ranges",[coll (take 100000 (iterate inc 0))] (reduce + 0 coll),94.0,,,,
1.9.36,V8,"reduce lazy-seqs, vectors, ranges",[coll (range 100000)] (reduce + 0 coll),2.1,,,,
1.9.36,V8,"reduce lazy-seqs, vectors, ranges",[coll (into [] (range 100000))] (reduce + 0 coll),1.5,,,,
1.9.36,V8,apply,[coll (into [] (range 100000))] (apply + coll),5.1,,,,
1.9.36,V8,apply,[] (list 1 2 3 4 5),0.000122,,,,
1.9.36,V8,apply,[xs (array-seq (array 1 2 3 4 5))] (apply list xs),0.000142,,,,
1.9.36,V8,apply,[xs (list 1 2 3 4 5)] (apply list xs),0.00044,,,,
1.9.36,V8,apply,[xs [1 2 3 4 5]] (apply list xs),0.000144,,,,
1.9.36,V8,apply,[f (fn [a b & more])] (apply f (range 32)),0.000241,,,,
1.9.36,V8,apply,[f (fn [a b c d e f g h i j & more])] (apply f (range 32)),0.000801,,,,
1.9.36,V8,update-in,[coll {:foo 1} ks [:foo]] (update-in coll ks inc),0.000348,,,,
1.9.36,V8,update-in,[coll (array-map :foo 1) ks [:foo]] (update-in coll ks inc),0.000345,,,,
1.9.36,V8,obj-map,[coll (obj-map)] (assoc coll :foo :bar),0.000249,,,,
1.9.36,V8,obj-map,[coll (obj-map :foo :bar)] (-lookup coll :foo),2.5e-05,,,,
1.9.36,V8,obj-map,[coll (obj-map :foo :bar)] (assoc coll :baz :woz),0.001465,,,,
1.9.36,V8,obj-map,[coll (obj-map :foo :bar :baz :woz)] (-lookup coll :baz),2.3e-05,,,,
1.9.36,V8,obj-map,[coll (obj-map :foo :bar :baz :woz :lol :rofl)] (-lookup coll :lol),2.3e-05,,,,
1.9.36,V8,array-map,"[] {[1] true, [2] true, [3] true}",0.001136,,,,
1.9.36,V8,array-map,[coll (array-map)] (assoc coll :foo :bar),6.1e-05,,,,
1.9.36,V8,array-map,[coll (array-map :foo :bar)] (-lookup coll :foo),5.2e-05,,,,
1.9.36,V8,array-map,[coll (array-map :foo :bar)] (assoc coll :baz :woz),8.2e-05,,,,
1.9.36,V8,array-map,[coll (array-map :foo :bar :baz :woz)] (-lookup coll :baz),6.4e-05,,,,
1.9.36,V8,array-map,[coll (array-map :foo :bar :baz :woz :lol :rofl)] (-lookup coll :lol),7.7e-05,,,,
1.9.36,V8,array-map w/ symbols,[coll (array-map)] (assoc coll a b),9.1e-05,,,,
1.9.36,V8,array-map w/ symbols,[coll (array-map a b)] (-lookup coll a),7.1e-05,,,,
1.9.36,V8,array-map w/ symbols,[coll (array-map a b)] (assoc coll c d),9.7e-05,,,,
1.9.36,V8,array-map w/ symbols,[coll (array-map a b c d)] (-lookup coll c),8.4e-05,,,,
1.9.36,V8,array-map w/ symbols,[coll (array-map a b c d e f)] (-lookup coll e),8.9e-05,,,,
1.9.36,V8,array-map w/ inline symbols,[coll (array-map)] (assoc coll (quote foo) (quote bar)),8.5e-05,,,,
1.9.36,V8,array-map w/ inline symbols,[coll (array-map (quote foo) (quote bar))] (-lookup coll (quote foo)),6.7e-05,,,,
1.9.36,V8,array-map w/ inline symbols,[coll (array-map (quote foo) (quote bar))] (assoc coll (quote baz) (quote woz)),9.8e-05,,,,
1.9.36,V8,array-map w/ inline symbols,[coll (array-map (quote foo) (quote bar) (quote baz) (quote woz))] (-lookup coll (quote baz)),8.5e-05,,,,
1.9.36,V8,array-map w/ inline symbols,[coll (array-map (quote foo) (quote bar) (quote baz) (quote woz) (quote lol) (quote rofl))] (-lookup coll (quote lol)),9.2e-05,,,,
1.9.36,V8,map / record ops,"[coll {:foo 1, :bar 2}] (get coll :foo)",5.6e-05,,,,
1.9.36,V8,map / record ops,"[coll {(quote foo) 1, (quote bar) 2}] (get coll (quote foo))",7e-05,,,,
1.9.36,V8,map / record ops,"[coll {:foo 1, :bar 2}] (-lookup coll :foo nil)",4.4e-05,,,,
1.9.36,V8,map / record ops,"[coll {(quote foo) 1, (quote bar) 2}] (-lookup coll (quote foo) nil)",6.2e-05,,,,
1.9.36,V8,map / record ops,"[coll {:foo 1, :bar 2}] (:foo coll)",6.1e-05,,,,
1.9.36,V8,map / record ops,"[coll {(quote foo) 1, (quote bar) 2}] ((quote foo) coll)",9.8e-05,,,,
1.9.36,V8,map / record ops,"[coll {:foo 1, :bar 2}] (kw coll)",6.5e-05,,,,
1.9.36,V8,map / record ops,"[coll {(quote foo) 1, (quote bar) 2}] (sym coll)",8.6e-05,,,,
1.9.36,V8,map / record ops,"[coll {:foo 1, :bar 2}] (loop [i 0 m coll] (if (< i 100000) (recur (inc i) (assoc m :foo 2)) m))",5.0,,,,
1.9.36,V8,map / record ops,[coll (Foo. 1 2)] (:bar coll),4.9e-05,,,,
1.9.36,V8,map / record ops,[coll (Foo. 1 2)] (-lookup coll :bar),3.3e-05,,,,
1.9.36,V8,map / record ops,[coll (Foo. 1 2)] (assoc coll :bar 2),4.4e-05,,,,
1.9.36,V8,map / record ops,[coll (Foo. 1 2)] (assoc coll :baz 3),6.6e-05,,,,
1.9.36,V8,map / record ops,[coll (Foo. 1 2)] (loop [i 0 m coll] (if (< i 1000000) (recur (inc i) (assoc m :bar 2)) m)),40.0,,,,
1.9.36,V8,zipmap,"[m {:a 1, :b 2, :c 3}] (zipmap (keys m) (map inc (vals m)))",0.00302,,,,
1.9.36,V8,persistent hash maps,[key :f0] (hash key),2e-05,,,,
1.9.36,V8,persistent hash maps,"[key ""f0""] (m3-hash-unencoded-chars key)",2.2e-05,,,,
1.9.36,V8,persistent hash maps,[key :unsynchronized-mutable] (hash key),1.9e-05,,,,
1.9.36,V8,persistent hash maps,[coll hash-coll-test] (hash-coll coll),1.15,,,,
1.9.36,V8,persistent hash maps,[coll hash-coll-test] (hash-ordered-coll coll),1.06,,,,
1.9.36,V8,persistent hash maps,[coll hash-imap-test] (hash-imap coll),0.79,,,,
1.9.36,V8,persistent hash maps,[coll hash-imap-test] (hash-unordered-coll coll),1.05,,,,
1.9.36,V8,persistent hash maps,[coll pmap] (:f0 coll),6.8e-05,,,,
1.9.36,V8,persistent hash maps,[coll pmap] (get coll :f0),4.9e-05,,,,
1.9.36,V8,persistent hash maps,[coll pmap] (-lookup coll :f0 nil),4e-05,,,,
1.9.36,V8,persistent hash maps,[coll pmap] (-lookup hash-imap-test :foo500 nil),8.4e-05,,,,
1.9.36,V8,persistent hash maps,[coll pmap] (-lookup hash-imap-int-test 500 nil),0.000248,,,,
1.9.36,V8,persistent hash maps,[coll pmap] (assoc coll :g0 32),0.00034,,,,
1.9.36,V8,persistent hash maps,[coll pmap] (loop [i 0 m coll] (if (< i 1000000) (recur (inc i) (assoc m :a 1)) m)),77.0,,,,
1.9.36,V8,persistent hash maps,[coll cljs.core.PersistentHashMap.EMPTY] (assoc coll :f0 1),0.00012,,,,
1.9.36,V8,"transient map, conj! 100000 items",[m cljs.core.PersistentHashMap.EMPTY] (loop [i 0 m (transient m)] (if (> i 100000) (persistent! m) (recur (inc i) (assoc! m i i)))),55.0,,,,
1.9.36,V8,set ops,[] #{},4e-06,,,,
1.9.36,V8,set ops,[] #{1 3 2},3e-06,,,,
1.9.36,V8,set ops,[v [1 2 3]] (set v),0.000307,,,,
1.9.36,V8,set ops,[] (hash-set 1 2 3),4e-06,,,,
1.9.36,V8,set ops,[coll #{1 3 2}] (conj coll 4),0.000281,,,,
1.9.36,V8,set ops,[coll #{1 3 2}] (get coll 2),7e-05,,,,
1.9.36,V8,set ops,[coll #{1 3 2}] (contains? coll 2),4.9e-05,,,,
1.9.36,V8,set ops,[coll #{1 3 2}] (coll 2),7.1e-05,,,,
1.9.36,V8,seq ops,[coll (range 500000)] (reduce + coll),23.0,,,,
1.9.36,V8,reader,"[s ""{:foo [1 2 3]}""] (reader/read-string s)",0.024,,,,
1.9.36,V8,reader,[s big-str-data] (reader/read-string s),0.742,,,,
1.9.36,V8,range,[r (range 100000)] (last r),3.7,,,,
1.9.36,V8,lazy-seq - first run,[r r] (last r),482.0,,,,
1.9.36,V8,lazy-seq - second run,[r r] (last r),83.0,,,,
1.9.36,V8,Sequence iterator,[s (seq ipmap)] (let [iter (seq-iter s)] (loop [v nil] (if (.hasNext iter) (recur (.next iter)) v))),0.462,,,,
1.9.36,V8,Direct iterator,[] (let [iter (-iterator ipmap)] (loop [v nil] (if (.hasNext iter) (recur (.next iter)) v))),0.127,,,,
1.9.36,V8,comprehensions,[xs (range 512)] (last (for [x xs y xs] (+ x y))),315.0,,,,
1.9.36,V8,comprehensions,[xs (vec (range 512))] (last (for [x xs y xs] (+ x y))),58.0,,,,
1.9.36,V8,comprehensions,[a (Box. 0) xs (range 512)] (doseq [x xs y xs] (set! a -val (+ (.-val a) x))),46.25,,,,
1.9.36,V8,comprehensions,[a (Box. 0) xs (vec (range 512))] (doseq [x xs y xs] (set! a -val (+ (.-val a) x))),8.0,,,,
1.9.36,V8,reducers,[xs (into [] (range 100000))] (r/reduce + (r/map inc (r/map inc (r/map inc xs)))),7.7,,,,
1.9.36,V8,transducers,[xs (into [] (range 100000))] (transduce (comp (map inc) (map inc) (map inc)) + 0 xs),11.9,,,,
1.9.36,V8,primitive array reduce 1000000 many ops,[xs (into-array (range 100000))] (-> xs (.map inc) (.map inc) (.map inc) (.reduce (fn [a b] (+ a b)) 0)),176.0,,,,
1.9.36,V8,reduce range 100000 many ops,[xs (range 100000)] (reduce + 0 (map inc (map inc (map inc xs)))),177.7,,,,
1.9.36,V8,transduce range 100000 many ops,[xs (range 100000)] (transduce (comp (map inc) (map inc) (map inc)) + 0 xs),8.2,,,,
1.9.36,V8,multimethods,[] (simple-multi :foo),0.000156,,,,
1.9.36,V8,higher-order variadic function calls,[f array] (f 1 2 3 4 5 6 7 8 9 0),0.0001,,,,
1.9.36,V8,higher-order variadic function calls,[f vector] (f 1 2 3 4 5 6 7 8 9 0),0.00037,,,,
1.9.36,V8,higher-order variadic function calls,[] (= 1 1 1 1 1 1 1 1 1 0),0.00111,,,,
1.9.36,V8,Destructuring a sequence,[v (into [] (range 100000))] (loop [[x & xs] v] (if-not (nil? xs) (recur xs) x)),11.2,,,,
1.9.36,SM,identity,[x 1] (identity x),8.34e-06,,,,
1.9.36,SM,symbol construction,[] (symbol (quote foo)),4.5e-05,,,,
1.9.36,SM,array-reduce & ci-reduce,[coll (seq arr)] (ci-reduce coll + 0),1.77,,,,
1.9.36,SM,array-reduce & ci-reduce,[coll (seq arr)] (ci-reduce coll sum 0),3.18,,,,
1.9.36,SM,array-reduce & ci-reduce,[coll arr] (array-reduce coll + 0),0.35,,,,
1.9.36,SM,array-reduce & ci-reduce,[coll arr] (array-reduce coll sum 0),0.37,,,,
1.9.36,SM,instance?,[coll []] (instance? PersistentVector coll),1.7e-05,,,,
1.9.36,SM,satisfies?,[coll (list 1 2 3)] (satisfies? ISeq coll),2e-05,,,,
1.9.36,SM,satisfies?,[coll [1 2 3]] (satisfies? ISeq coll),3.2e-05,,,,
1.9.36,SM,array & string ops,[coll (array 1 2 3)] (seq coll),0.000575,,,,
1.9.36,SM,array & string ops,"[coll ""foobar""] (seq coll)",0.001412,,,,
1.9.36,SM,array & string ops,[coll (array 1 2 3)] (first coll),0.00093,,,,
1.9.36,SM,array & string ops,"[coll ""foobar""] (first coll)",0.001198,,,,
1.9.36,SM,array & string ops,[coll (array 1 2 3)] (nth coll 2),0.000175,,,,
1.9.36,SM,array & string ops,"[coll ""foobar""] (nth coll 2)",0.000917,,,,
1.9.36,SM,cloning & specify,[coll [1 2 3]] (clone coll),0.000421,,,,
1.9.36,SM,cloning & specify,[coll [1 2 3]] (specify coll IFoo (foo [_] :bar)),0.001792,,,,
1.9.36,SM,cloning & specify,[coll (specify [1 2 3] IFoo (foo [_] :bar))] (foo coll),6.2e-05,,,,
1.9.36,SM,list ops,[coll (list 1 2 3)] (first coll),0.000121,,,,
1.9.36,SM,list ops,[coll (list 1 2 3)] (-first coll),8.1e-05,,,,
1.9.36,SM,list ops,[coll (list 1 2 3)] (rest coll),0.000104,,,,
1.9.36,SM,list ops,[coll (list 1 2 3)] (-rest coll),6.7e-05,,,,
1.9.36,SM,list ops,[] (list),1.1e-05,,,,
1.9.36,SM,list ops,[] (list 1 2 3),0.001315,,,,
1.9.36,SM,vector ops,[] [],9e-06,,,,
1.9.36,SM,vector ops,[[a b c] (take 3 (repeatedly (fn* [] (rand-int 10))))] (-count [a b c]),0.000567,,,,
1.9.36,SM,vector ops,[[a b c] (take 3 (repeatedly (fn* [] (rand-int 10))))] (-count (vec (array a b c))),0.000724,,,,
1.9.36,SM,vector ops,[[a b c] (take 3 (repeatedly (fn* [] (rand-int 10))))] (-count (vector a b c)),0.000594,,,,
1.9.36,SM,vector ops,[coll [1 2 3]] (transient coll),0.00185,,,,
1.9.36,SM,vector ops,[coll [1 2 3]] (nth coll 0),0.000245,,,,
1.9.36,SM,vector ops,[coll [1 2 3]] (-nth coll 0),0.000167,,,,
1.9.36,SM,vector ops,[coll [1 2 3]] (-nth coll 0),0.00017,,,,
1.9.36,SM,vector ops,[coll [1 2 3]] (coll 0),0.000194,,,,
1.9.36,SM,vector ops,[coll [1 2 3]] (conj coll 4),0.000867,,,,
1.9.36,SM,vector ops,[coll [1 2 3]] (-conj coll 4),0.000838,,,,
1.9.36,SM,vector ops,[coll []] (-conj coll 1),0.000726,,,,
1.9.36,SM,vector ops,[coll [1]] (-conj coll 2),0.00076,,,,
1.9.36,SM,vector ops,[coll [1 2]] (-conj coll 3),0.00079,,,,
1.9.36,SM,vector ops,[coll [1 2 3]] (seq coll),0.000537,,,,
1.9.36,SM,vector ops,[coll [1 2 3]] (-seq coll),0.000581,,,,
1.9.36,SM,vector ops,[coll (seq [1 2 3])] (first coll),0.000181,,,,
1.9.36,SM,vector ops,[coll (seq [1 2 3])] (-first coll),0.000169,,,,
1.9.36,SM,vector ops,[coll (seq [1 2 3])] (rest coll),0.000174,,,,
1.9.36,SM,vector ops,[coll (seq [1 2 3])] (-rest coll),0.000173,,,,
1.9.36,SM,vector ops,[coll (seq [1 2 3])] (next coll),0.00018,,,,
1.9.36,SM,large vector ops,[] (reduce conj [] (range 40000)),8.3,,,,
1.9.36,SM,large vector ops,[coll (reduce conj [] (range (+ 32768 32)))] (conj coll :foo),0.00162,,,,
1.9.36,SM,large vector ops,[coll (reduce conj [] (range 40000))] (assoc coll 123 :foo),0.00237,,,,
1.9.36,SM,large vector ops,[coll (reduce conj [] (range (+ 32768 33)))] (pop coll),0.00168,,,,
1.9.36,SM,chunked seqs,[] (-first v),0.000167,,,,
1.9.36,SM,chunked seqs,[] (-next v),0.000184,,,,
1.9.36,SM,chunked seqs,[] (-rest v),0.000178,,,,
1.9.36,SM,"transient vector, conj! 1000000 items",[v []] (loop [i 0 v (transient v)] (if (> i 1000000) (persistent! v) (recur (inc i) (conj! v i)))),225.0,,,,
1.9.36,SM,vector equality,[a (into [] (range 100000)) b (into [] (range 100000))] (= a b),1.6,,,,
1.9.36,SM,keyword compare,[arr (into-array (repeatedly 10000 (fn* [] (keyword (rand-nth seed)))))] (.sort arr compare),6.5,,,,
1.9.36,SM,keyword compare,[arr (into-array (repeatedly 10000 (fn* [] (keyword (rand-nth seed) (rand-nth seed)))))] (.sort arr compare),13.66,,,,
1.9.36,SM,"reduce lazy-seqs, vectors, ranges",[coll (take 100000 (iterate inc 0))] (reduce + 0 coll),74.0,,,,
1.9.36,SM,"reduce lazy-seqs, vectors, ranges",[coll (range 100000)] (reduce + 0 coll),1.0,,,,
1.9.36,SM,"reduce lazy-seqs, vectors, ranges",[coll (into [] (range 100000))] (reduce + 0 coll),0.5,,,,
1.9.36,SM,apply,[coll (into [] (range 100000))] (apply + coll),4.2,,,,
1.9.36,SM,apply,[] (list 1 2 3 4 5),0.000364,,,,
1.9.36,SM,apply,[xs (array-seq (array 1 2 3 4 5))] (apply list xs),0.000307,,,,
1.9.36,SM,apply,[xs (list 1 2 3 4 5)] (apply list xs),0.000387,,,,
1.9.36,SM,apply,[xs [1 2 3 4 5]] (apply list xs),0.000347,,,,
1.9.36,SM,apply,[f (fn [a b & more])] (apply f (range 32)),0.000353,,,,
1.9.36,SM,apply,[f (fn [a b c d e f g h i j & more])] (apply f (range 32)),0.000826,,,,
1.9.36,SM,update-in,[coll {:foo 1} ks [:foo]] (update-in coll ks inc),0.000348,,,,
1.9.36,SM,update-in,[coll (array-map :foo 1) ks [:foo]] (update-in coll ks inc),0.000327,,,,
1.9.36,SM,obj-map,[coll (obj-map)] (assoc coll :foo :bar),0.000405,,,,
1.9.36,SM,obj-map,[coll (obj-map :foo :bar)] (-lookup coll :foo),0.000178,,,,
1.9.36,SM,obj-map,[coll (obj-map :foo :bar)] (assoc coll :baz :woz),0.002062,,,,
1.9.36,SM,obj-map,[coll (obj-map :foo :bar :baz :woz)] (-lookup coll :baz),0.000177,,,,
1.9.36,SM,obj-map,[coll (obj-map :foo :bar :baz :woz :lol :rofl)] (-lookup coll :lol),0.000174,,,,
1.9.36,SM,array-map,"[] {[1] true, [2] true, [3] true}",0.002689,,,,
1.9.36,SM,array-map,[coll (array-map)] (assoc coll :foo :bar),0.000253,,,,
1.9.36,SM,array-map,[coll (array-map :foo :bar)] (-lookup coll :foo),0.000202,,,,
1.9.36,SM,array-map,[coll (array-map :foo :bar)] (assoc coll :baz :woz),0.000331,,,,
1.9.36,SM,array-map,[coll (array-map :foo :bar :baz :woz)] (-lookup coll :baz),0.000204,,,,
1.9.36,SM,array-map,[coll (array-map :foo :bar :baz :woz :lol :rofl)] (-lookup coll :lol),0.000232,,,,
1.9.36,SM,array-map w/ symbols,[coll (array-map)] (assoc coll a b),0.000257,,,,
1.9.36,SM,array-map w/ symbols,[coll (array-map a b)] (-lookup coll a),0.000205,,,,
1.9.36,SM,array-map w/ symbols,[coll (array-map a b)] (assoc coll c d),0.000327,,,,
1.9.36,SM,array-map w/ symbols,[coll (array-map a b c d)] (-lookup coll c),0.000222,,,,
1.9.36,SM,array-map w/ symbols,[coll (array-map a b c d e f)] (-lookup coll e),0.000225,,,,
1.9.36,SM,array-map w/ inline symbols,[coll (array-map)] (assoc coll (quote foo) (quote bar)),0.000258,,,,
1.9.36,SM,array-map w/ inline symbols,[coll (array-map (quote foo) (quote bar))] (-lookup coll (quote foo)),0.000205,,,,
1.9.36,SM,array-map w/ inline symbols,[coll (array-map (quote foo) (quote bar))] (assoc coll (quote baz) (quote woz)),0.000331,,,,
1.9.36,SM,array-map w/ inline symbols,[coll (array-map (quote foo) (quote bar) (quote baz) (quote woz))] (-lookup coll (quote baz)),0.000203,,,,
1.9.36,SM,array-map w/ inline symbols,[coll (array-map (quote foo) (quote bar) (quote baz) (quote woz) (quote lol) (quote rofl))] (-lookup coll (quote lol)),0.000228,,,,
1.9.36,SM,map / record ops,"[coll {:foo 1, :bar 2}] (get coll :foo)",0.000214,,,,
1.9.36,SM,map / record ops,"[coll {(quote foo) 1, (quote bar) 2}] (get coll (quote foo))",0.00021,,,,
1.9.36,SM,map / record ops,"[coll {:foo 1, :bar 2}] (-lookup coll :foo nil)",0.000208,,,,
1.9.36,SM,map / record ops,"[coll {(quote foo) 1, (quote bar) 2}] (-lookup coll (quote foo) nil)",0.000204,,,,
1.9.36,SM,map / record ops,"[coll {:foo 1, :bar 2}] (:foo coll)",0.000211,,,,
1.9.36,SM,map / record ops,"[coll {(quote foo) 1, (quote bar) 2}] ((quote foo) coll)",0.00023,,,,
1.9.36,SM,map / record ops,"[coll {:foo 1, :bar 2}] (kw coll)",0.000206,,,,
1.9.36,SM,map / record ops,"[coll {(quote foo) 1, (quote bar) 2}] (sym coll)",0.000206,,,,
1.9.36,SM,map / record ops,"[coll {:foo 1, :bar 2}] (loop [i 0 m coll] (if (< i 100000) (recur (inc i) (assoc m :foo 2)) m))",170.0,,,,
1.9.36,SM,map / record ops,[coll (Foo. 1 2)] (:bar coll),0.000179,,,,
1.9.36,SM,map / record ops,[coll (Foo. 1 2)] (-lookup coll :bar),0.000176,,,,
1.9.36,SM,map / record ops,[coll (Foo. 1 2)] (assoc coll :bar 2),0.000215,,,,
1.9.36,SM,map / record ops,[coll (Foo. 1 2)] (assoc coll :baz 3),0.000222,,,,
1.9.36,SM,map / record ops,[coll (Foo. 1 2)] (loop [i 0 m coll] (if (< i 1000000) (recur (inc i) (assoc m :bar 2)) m)),234.0,,,,
1.9.36,SM,zipmap,"[m {:a 1, :b 2, :c 3}] (zipmap (keys m) (map inc (vals m)))",0.00341,,,,
1.9.36,SM,persistent hash maps,[key :f0] (hash key),0.000178,,,,
1.9.36,SM,persistent hash maps,"[key ""f0""] (m3-hash-unencoded-chars key)",0.000176,,,,
1.9.36,SM,persistent hash maps,[key :unsynchronized-mutable] (hash key),0.000175,,,,
1.9.36,SM,persistent hash maps,[coll hash-coll-test] (hash-coll coll),2.52,,,,
1.9.36,SM,persistent hash maps,[coll hash-coll-test] (hash-ordered-coll coll),2.3,,,,
1.9.36,SM,persistent hash maps,[coll hash-imap-test] (hash-imap coll),0.99,,,,
1.9.36,SM,persistent hash maps,[coll hash-imap-test] (hash-unordered-coll coll),2.87,,,,
1.9.36,SM,persistent hash maps,[coll pmap] (:f0 coll),0.000233,,,,
1.9.36,SM,persistent hash maps,[coll pmap] (get coll :f0),0.000233,,,,
1.9.36,SM,persistent hash maps,[coll pmap] (-lookup coll :f0 nil),0.000199,,,,
1.9.36,SM,persistent hash maps,[coll pmap] (-lookup hash-imap-test :foo500 nil),0.000252,,,,
1.9.36,SM,persistent hash maps,[coll pmap] (-lookup hash-imap-int-test 500 nil),0.000582,,,,
1.9.36,SM,persistent hash maps,[coll pmap] (assoc coll :g0 32),0.000534,,,,
1.9.36,SM,persistent hash maps,[coll pmap] (loop [i 0 m coll] (if (< i 1000000) (recur (inc i) (assoc m :a 1)) m)),272.0,,,,
1.9.36,SM,persistent hash maps,[coll cljs.core.PersistentHashMap.EMPTY] (assoc coll :f0 1),0.000288,,,,
1.9.36,SM,"transient map, conj! 100000 items",[m cljs.core.PersistentHashMap.EMPTY] (loop [i 0 m (transient m)] (if (> i 100000) (persistent! m) (recur (inc i) (assoc! m i i)))),490.0,,,,
1.9.36,SM,set ops,[] #{},0.000146,,,,
1.9.36,SM,set ops,[] #{1 3 2},0.000137,,,,
1.9.36,SM,set ops,[v [1 2 3]] (set v),0.000392,,,,
1.9.36,SM,set ops,[] (hash-set 1 2 3),0.00014,,,,
